PageID,Page Title,Page Title Encoded,Keywords
264,Anglicanism,Anglicanism,"anglican, church, churches, catholic, communion, england, anglicanism, prayer, anglicans, century"
265,Anglo-Saxon_literature,Anglo-Saxon_literature,"english, old, anglo, saxon, poetry, century, poems, literature, manuscript, one"
266,Angola,Angola,"angola, government, unita, portuguese, country, luanda, portugal, party, independence, president"
267,Anguilla,Anguilla,"anguilla, island, territory, united, population, caribbean, british, miles, wikipedia, national"
268,Animal,Animal,"animals, worms, called, animal, also, phyla, include, two, groups, cells"
269,Animal_law,Animal_law,"animal, law, rights, animals, cases, wikipedia, legal, liberation, movement, cruelty"
270,Animal_rights,Animal_rights,"animals, rights, animal, human, moral, humans, beings, law, non, also"
271,Animation,Animation,"animation, animated, film, frame, created, motion, techniques, computer, examples, films"
272,Ankylosaurus,Ankylosaurus,"ankylosaurus, tail, found, magniventris, large, skull, also, plates, dinosaurs, cretaceous"
273,"Ann_Arbor,_Michigan",Ann_Arbor%2C_Michigan,"ann, arbor, city, michigan, university, also, downtown, area, district, state"
274,Anna_Karenina,Anna_Karenina,"anna, karenina, tolstoy, levin, novel, vronsky, karenin, russian, kitty, part"
275,Anne_Frank,Anne_Frank,"anne, frank, diary, otto, family, wrote, amsterdam, margot, war, published"
276,Anne_of_Great_Britain,Anne_of_Great_Britain,"anne, james, marlborough, great, queen, william, england, ii, mary, scotland"
277,Annibale_Bugnini,Annibale_Bugnini,"bugnini, congregation, fr, liturgical, secretary, commission, appointed, reform, vatican, roman"
278,Anno_Domini,Anno_Domini,"year, anno, era, calendar, used, domini, use, dating, years, ad"
279,Anschluss,Anschluss,"austria, austrian, german, hitler, germany, anschluss, march, government, war, political"
280,Ant,Ant,"ants, ant, species, also, food, colonies, nest, workers, called, new"
281,Antananarivo,Antananarivo,"antananarivo, madagascar, city, wikipedia, capital, french, miles, south, west, east"
282,Antarctic_Treaty_System,Antarctic_Treaty_System,"treaty, antarctic, antarctica, claim, article, signatory, international, united, nations, south"
283,Antarctic_krill,Antarctic_krill,"krill, antarctic, ice, ocean, carbon, species, million, phytoplankton, tonnes, water"
284,Antarctica,Antarctica,"antarctica, antarctic, ice, continent, south, enlarge, land, w, flag, first"
285,Antarctosaurus,Antarctosaurus,"antarctosaurus, species, bones, von, huene, et, al, wichmannianus, remains, upchurch"
286,Anteater,Anteater,"tamandua, anteater, mexicana, anteaters, giant, wikipedia, northern, suborder, genus, family"
287,Antelope,Antelope,"antelope, species, antelopes, gazelle, duiker, oryx, horns, also, dik, many"
288,Anthony_van_Dyck,Anthony_van_Dyck,"van, dyck, charles, portraits, portrait, rubens, england, many, english, painting"
289,Anthropology,Anthropology,"anthropology, social, american, cultural, anthropologists, societies, war, culture, natural, human"
290,Antigua_and_Barbuda,Antigua_and_Barbuda,"antigua, barbuda, english, caribbean, island, john, also, one, saint, st"
291,Antimony,Antimony,"antimony, used, k, sb, mol, compounds, symbol, c, latin, metal"
292,Antlion,Antlion,"antlion, larva, sand, adult, pit, insects, larvae, antlions, ant, lion"
293,Antoine_Lavoisier,Antoine_Lavoisier,"lavoisier, chemical, combustion, chemistry, also, experiment, oxygen, french, enlarge, hydrogen"
294,Antonín_Dvořák,Anton%C3%ADn_Dvo%C5%99%C3%A1k,"dvořák, symphony, concerto, music, new, op, piano, minor, movement, wrote"
295,Anton_Alexander_von_Werner,Anton_Alexander_von_Werner,"berlin, von, werner, wikipedia, der, des, die, deutschen, prussian, painter"
296,Antonio_Vivaldi,Antonio_Vivaldi,"rv, vivaldi, concerto, two, violin, music, opus, concertos, four, major"
297,Antwerp,Antwerp,"antwerp, city, painter, century, enlarge, van, c, scheldt, also, became"
298,Apaochi,Apaochi,"apaochi, wikipedia, china, later, dynasty, located, founder, history, khitan, tribes"
299,Apatosaurus,Apatosaurus,"apatosaurus, brontosaurus, like, liters, would, genus, named, neck, volume, marsh"
300,Ape,Ape,"apes, humans, great, ape, genus, man, primates, family, however, genera"
301,Aphid,Aphid,"aphids, aphid, plant, species, females, two, known, like, winged, many"
302,Apollo,Apollo,"apollo, god, also, delphi, greek, oracle, son, one, killed, roman"
303,Apollo_11,Apollo_11,"lunar, armstrong, moon, apollo, lm, aldrin, landing, astronauts, eagle, nasa"
304,Apollo_8,Apollo_8,"crew, apollo, moon, mission, would, spacecraft, earth, first, lunar, flight"
305,Apostolic_Succession,Apostolic_Succession,"church, apostolic, succession, bishops, wesley, catholic, orthodox, apostles, churches, bishop"
306,Apple,Apple,"apple, apples, tree, fruit, cultivars, trees, may, also, malus, orchard"
307,Applied_mathematics,Applied_mathematics,"mathematics, applied, mathematical, theory, problems, physics, departments, wikipedia, theoretical, research"
308,Apricot,Apricot,"apricot, apricots, fruit, prunus, seeds, english, used, wikipedia, armeniaca, chinese"
309,Aquarium,Aquarium,"aquarium, water, aquaria, fish, tank, nitrogen, filtration, tanks, species, public"
310,Arab-Israeli_conflict,Arab-Israeli_conflict,"israel, arab, israeli, conflict, war, lebanon, egypt, united, peace, nations"
311,Arab_League,Arab_League,"arab, league, flag, egypt, summit, states, cairo, iraq, emergency, march"
312,Arabic_language,Arabic_language,"arabic, language, dialects, languages, word, spoken, arab, many, used, e"
313,Arable_land,Arable_land,"land, arable, unarable, water, salt, crops, desert, plants, wikipedia, food"
314,"Aradia,_or_the_Gospel_of_the_Witches",Aradia%2C_or_the_Gospel_of_the_Witches,"leland, aradia, witchcraft, italian, witches, book, text, maddalena, diana, manuscript"
315,Aral_Sea,Aral_Sea,"aral, sea, water, area, north, south, darya, uzbekistan, soviet, irrigation"
316,Arcadia_(play),Arcadia_%28play%29,"arcadia, play, coverly, house, wikipedia, mathematics, new, best, production, theatre"
317,Archaeoastronomy,Archaeoastronomy,"archaeoastronomy, sun, astronomy, astronomical, sites, stars, enlarge, also, ancient, time"
318,Archaeology,Archaeology,"archaeology, archaeological, archaeologists, excavation, sites, survey, site, study, human, remains"
319,Archaeopteryx,Archaeopteryx,"archaeopteryx, specimen, birds, feathers, species, flight, specimens, lithographica, modern, described"
320,Archbishop_of_Canterbury,Archbishop_of_Canterbury,"archbishop, canterbury, church, england, bishop, lambeth, york, archbishops, also, buried"
321,Archimedes,Archimedes,"archimedes, syracuse, also, greek, roman, would, war, ships, area, one"
322,Architecture,Architecture,"architecture, buildings, building, enlarge, design, many, art, began, architect, also"
323,Architecture_of_Windows_NT,Architecture_of_Windows_NT,"mode, windows, kernel, drivers, manager, object, device, system, subsystem, user"
324,Architecture_of_the_California_missions,Architecture_of_the_California_missions,"mission, san, walls, used, missions, building, would, california, construction, adobe"
325,Arctic,Arctic,"arctic, region, sea, russia, canada, north, united, states, ice, c"
326,Arctic_Circle,Arctic_Circle,"arctic, circle, solstice, sun, wikipedia, north, also, polar, day, summer"
327,Arctic_Monkeys,Arctic_Monkeys,"band, uk, arctic, album, monkeys, people, new, record, awards, records"
328,Arctic_Ocean,Arctic_Ocean,"ocean, arctic, sea, ice, north, russia, polar, water, much, marine"
329,Arctic_Tern,Arctic_Tern,"arctic, tern, terns, species, birds, breeding, one, grounds, year, fish"
330,Arecaceae,Arecaceae,"palm, palms, species, also, date, leaves, one, fruit, arecaceae, may"
331,Argan,Argan,"oil, argan, fruit, tree, produced, wikipedia, argania, morocco, used, flowers"
332,Argentina,Argentina,"argentina, buenos, aires, argentine, de, world, la, country, south, enlarge"
333,Argon,Argon,"argon, used, gas, k, stable, inert, also, ar, mol, compounds"
334,Argyle_diamond_mine,Argyle_diamond_mine,"mine, diamonds, argyle, diamond, pipe, million, ore, production, carats, per"
335,Ariel_Sharon,Ariel_Sharon,"sharon, minister, prime, israel, party, israeli, palestinian, likud, ariel, war"
336,Aristarchus_(crater),Aristarchus_%28crater%29,"crater, aristarchus, km, lunar, n, w, large, surface, plateau, area"
337,Aristotle,Aristotle,"aristotle, plato, philosophy, one, science, logic, also, particular, metaphysics, alexander"
338,Arithmetic,Arithmetic,"arithmetic, number, numbers, addition, multiplication, subtraction, one, decimal, division, operations"
339,Armadillo,Armadillo,"armadillo, armadillos, banded, dasypus, species, nine, family, armor, long, texas"
340,"Armand_Jean_du_Plessis,_Cardinal_Richelieu",Armand_Jean_du_Plessis%2C_Cardinal_Richelieu,"richelieu, cardinal, de, king, france, french, power, louis, marie, however"
341,Armenia,Armenia,"armenia, armenian, armenians, yerevan, soviet, republic, empire, country, azerbaijan, enlarge"
342,Armia_Krajowa,Armia_Krajowa,"ak, polish, lithuanian, germans, soviet, poland, war, lithuania, infantry, armia"
343,Arnold_Schwarzenegger,Arnold_Schwarzenegger,"schwarzenegger, film, governor, arnold, election, terminator, bodybuilding, california, austrian, time"
344,Arp2_3_complex,Arp2_3_complex,"actin, complex, filament, filaments, subunits, nucleation, model, two, branching, polymerization"
345,Ars_moriendi,Ars_moriendi,"moriendi, dying, ars, death, version, man, chapter, well, first, tradition"
346,Arsenal_F.C.,Arsenal_F.C.,"arsenal, club, league, football, team, first, colours, cup, england, stadium"
347,Arsenic,Arsenic,"arsenic, used, arsenate, k, also, compounds, mol, timber, water, lead"
348,Art,Art,"art, painting, used, may, skill, century, one, example, also, often"
349,Arthropod,Arthropod,"arthropods, arthropod, body, one, subphylum, appendages, exoskeleton, called, also, groups"
350,Arthur_Ernest_Percival,Arthur_Ernest_Percival,"percival, general, war, malaya, japanese, singapore, british, officer, command, army"
351,Arthur_Sullivan,Arthur_Sullivan,"sullivan, music, opera, gilbert, work, composer, operas, quoted, p, arthur"
352,Arthur_Upfield,Arthur_Upfield,"edition, london, club, new, uk, heinemann, york, crime, upfield, book"
353,"Arthur_Wellesley,_1st_Duke_of_Wellington",Arthur_Wellesley%2C_1st_Duke_of_Wellington,"wellington, duke, british, french, lord, wellesley, army, arthur, general, hon"
354,Arts_and_crafts,Arts_and_crafts,"crafts, art, making, arts, many, also, craft, wikipedia, time, within"
355,Aruba,Aruba,"aruba, island, netherlands, dutch, antilles, population, caribbean, year, language, languages"
356,Arugula,Arugula,"rocket, arugula, wikipedia, used, also, vegetable, cultivated, food, leafy, garden"
357,Ascariasis,Ascariasis,"ascaris, eggs, may, worms, adult, worm, ascariasis, intestine, larvae, infective"
358,Asia,Asia,"asia, india, china, asian, mythology, east, japan, economy, world, europe"
359,Asp_(reptile),Asp_%28reptile%29,"asp, cleopatra, wikipedia, aspis, vipera, used, venomous, snake, egypt, death"
360,Asparagus,Asparagus,"asparagus, states, green, united, shoots, white, smell, wikipedia, vegetable, plants"
361,Asperger_syndrome,Asperger_syndrome,"may, people, children, social, criteria, child, autism, skills, language, disorder"
362,Assyria,Assyria,"assyrian, bc, assyria, king, babylon, ashur, babylonia, abc, empire, city"
363,Astatine,Astatine,"astatine, k, element, wikipedia, chemical, number, isotopes, half, life, radioactive"
364,Asteroid,Asteroid,"asteroids, asteroid, earth, first, discovered, system, discovery, number, planet, solar"
365,Asthma,Asthma,"asthma, may, symptoms, patients, asthmatics, inhaled, disease, airways, use, beta"
366,Astrology,Astrology,"astrology, astrological, scientific, astrologers, celestial, century, traditions, bodies, western, enlarge"
367,Astronomy,Astronomy,"astronomy, stars, galaxies, planets, universe, objects, star, sun, earth, radiation"
368,Astrophysics_Data_System,Astrophysics_Data_System,"ads, astronomical, database, search, papers, articles, research, astronomy, system, journals"
369,Asunción,Asunci%C3%B3n,"asunción, city, de, paraguay, la, cities, san, schools, located, main"
370,Ateneo_de_Manila_University,Ateneo_de_Manila_University,"ateneo, school, university, manila, de, j, campus, loyola, schools, fr"
371,Athanasius_Kircher,Athanasius_Kircher,"kircher, athanasius, hieroglyphs, also, work, china, one, images, fletcher, published"
372,Atheism,Atheism,"atheism, atheists, god, many, atheist, existence, belief, deities, theism, religion"
373,Athena,Athena,"athena, zeus, goddess, metis, pallas, athens, also, medusa, greek, born"
374,Athens,Athens,"athens, city, enlarge, central, olympic, greek, suburbs, stadium, area, syntagma"
375,Athletics_(track_and_field),Athletics_%28track_and_field%29,"events, track, jump, field, indoor, high, run, hurdles, athletics, sports"
376,"Atlanta,_Georgia",Atlanta%2C_Georgia,"atlanta, city, georgia, area, centre, also, downtown, park, united, states"
377,Atlantic_Coast_Line_Railroad,Atlantic_Coast_Line_Railroad,"railroad, line, carolina, south, florida, acl, wilmington, north, coast, georgia"
378,Atlantic_Ocean,Atlantic_Ocean,"atlantic, ocean, north, sea, south, united, water, kingdom, metres, ft"
379,Atlantic_herring,Atlantic_herring,"herring, fish, atlantic, larvae, copepods, mm, copepod, enlarge, feeding, visible"
380,Atlantic_slave_trade,Atlantic_slave_trade,"slave, trade, african, slaves, slavery, africans, africa, british, also, european"
381,Atlantis,Atlantis,"atlantis, plato, island, sea, critias, ancient, story, ocean, islands, also"
382,Atom,Atom,"atoms, atom, electrons, atomic, number, nucleus, energy, elements, electron, protons"
383,Atonality,Atonality,"music, atonal, tonal, atonality, composers, schoenberg, may, term, tonality, one"
384,Attack_on_Pearl_Harbor,Attack_on_Pearl_Harbor,"attack, japanese, u, pearl, japan, harbour, war, aircraft, navy, united"
385,Attalus_I,Attalus_I,"attalus, bce, philip, pergamon, war, macedonian, asia, rome, second, eumenes"
386,Attention-deficit_hyperactivity_disorder,Attention-deficit_hyperactivity_disorder,"adhd, children, diagnosis, disorder, symptoms, attention, treatment, may, brain, medication"
387,Attila_the_Hun,Attila_the_Hun,"attila, huns, roman, empire, hun, priscus, danube, aetius, king, bleda"
388,Auckland,Auckland,"auckland, city, new, area, urban, harbour, zealand, many, north, cbd"
389,"Augusta,_Lady_Gregory",Augusta%2C_Lady_Gregory,"gregory, lady, irish, theatre, coole, abbey, home, plays, park, yeats"
390,Augustan_literature,Augustan_literature,"pope, satire, augustan, century, would, novel, age, political, plays, literature"
391,Auguste_Rodin,Auguste_Rodin,"rodin, work, sculpture, bronze, works, calais, paris, thinker, age, monument"
392,Augustine_of_Hippo,Augustine_of_Hippo,"augustine, would, god, hippo, sin, church, one, time, st, catholic"
393,Augustus,Augustus,"augustus, caesar, octavian, bc, roman, rome, antony, senate, empire, julius"
