PageID,Page Title,Page Title Encoded,Keywords
,Animal_law,Animal_law,"animal, law, rights, animals, cases, wikipedia, legal, liberation, movement, cruelty"
,Animal_rights,Animal_rights,"animals, rights, animal, human, moral, humans, beings, law, non, also"
,Animation,Animation,"animation, animated, film, frame, created, motion, techniques, computer, examples, films"
,Ankylosaurus,Ankylosaurus,"ankylosaurus, tail, found, magniventris, large, skull, also, plates, dinosaurs, cretaceous"
,"Ann_Arbor,_Michigan",Ann_Arbor%2C_Michigan,"ann, arbor, city, michigan, university, also, downtown, area, district, state"
,Anna_Karenina,Anna_Karenina,"anna, karenina, tolstoy, levin, novel, vronsky, karenin, russian, kitty, part"
,Anne_Frank,Anne_Frank,"anne, frank, diary, otto, family, wrote, amsterdam, margot, war, published"
,Anne_of_Great_Britain,Anne_of_Great_Britain,"anne, james, marlborough, great, queen, william, england, ii, mary, scotland"
,Annibale_Bugnini,Annibale_Bugnini,"bugnini, congregation, fr, liturgical, secretary, commission, appointed, reform, vatican, roman"
,Anno_Domini,Anno_Domini,"year, anno, era, calendar, used, domini, use, dating, years, ad"
,Anschluss,Anschluss,"austria, austrian, german, hitler, germany, anschluss, march, government, war, political"
,Ant,Ant,"ants, ant, species, also, food, colonies, nest, workers, called, new"
,Antananarivo,Antananarivo,"antananarivo, madagascar, city, wikipedia, capital, french, miles, south, west, east"
,Antarctic_Treaty_System,Antarctic_Treaty_System,"treaty, antarctic, antarctica, claim, article, signatory, international, united, nations, south"
,Antarctic_krill,Antarctic_krill,"krill, antarctic, ice, ocean, carbon, species, million, phytoplankton, tonnes, water"
,Antarctica,Antarctica,"antarctica, antarctic, ice, continent, south, enlarge, land, w, flag, first"
,Antarctosaurus,Antarctosaurus,"antarctosaurus, species, bones, von, huene, et, al, wichmannianus, remains, upchurch"
,Anteater,Anteater,"tamandua, anteater, mexicana, anteaters, giant, wikipedia, northern, suborder, genus, family"
,Antelope,Antelope,"antelope, species, antelopes, gazelle, duiker, oryx, horns, also, dik, many"
,Anthony_van_Dyck,Anthony_van_Dyck,"van, dyck, charles, portraits, portrait, rubens, england, many, english, painting"
,Anthropology,Anthropology,"anthropology, social, american, cultural, anthropologists, societies, war, culture, natural, human"
,Antigua_and_Barbuda,Antigua_and_Barbuda,"antigua, barbuda, english, caribbean, island, john, also, one, saint, st"
,Antimony,Antimony,"antimony, used, k, sb, mol, compounds, symbol, c, latin, metal"
,Antlion,Antlion,"antlion, larva, sand, adult, pit, insects, larvae, antlions, ant, lion"
,Antoine_Lavoisier,Antoine_Lavoisier,"lavoisier, chemical, combustion, chemistry, also, experiment, oxygen, french, enlarge, hydrogen"
,Antonín_Dvořák,Anton%C3%ADn_Dvo%C5%99%C3%A1k,"dvořák, symphony, concerto, music, new, op, piano, minor, movement, wrote"
,Anton_Alexander_von_Werner,Anton_Alexander_von_Werner,"berlin, von, werner, wikipedia, der, des, die, deutschen, prussian, painter"
,Antonio_Vivaldi,Antonio_Vivaldi,"rv, vivaldi, concerto, two, violin, music, opus, concertos, four, major"
,Antwerp,Antwerp,"antwerp, city, painter, century, enlarge, van, c, scheldt, also, became"
,Apaochi,Apaochi,"apaochi, wikipedia, china, later, dynasty, located, founder, history, khitan, tribes"
,Apatosaurus,Apatosaurus,"apatosaurus, brontosaurus, like, liters, would, genus, named, neck, volume, marsh"
,Ape,Ape,"apes, humans, great, ape, genus, man, primates, family, however, genera"
,Aphid,Aphid,"aphids, aphid, plant, species, females, two, known, like, winged, many"
,Apollo,Apollo,"apollo, god, also, delphi, greek, oracle, son, one, killed, roman"
,Apollo_11,Apollo_11,"lunar, armstrong, moon, apollo, lm, aldrin, landing, astronauts, eagle, nasa"
,Apollo_8,Apollo_8,"crew, apollo, moon, mission, would, spacecraft, earth, first, lunar, flight"
,Apostolic_Succession,Apostolic_Succession,"church, apostolic, succession, bishops, wesley, catholic, orthodox, apostles, churches, bishop"
,Apple,Apple,"apple, apples, tree, fruit, cultivars, trees, may, also, malus, orchard"
,Applied_mathematics,Applied_mathematics,"mathematics, applied, mathematical, theory, problems, physics, departments, wikipedia, theoretical, research"
,Apricot,Apricot,"apricot, apricots, fruit, prunus, seeds, english, used, wikipedia, armeniaca, chinese"
,Aquarium,Aquarium,"aquarium, water, aquaria, fish, tank, nitrogen, filtration, tanks, species, public"
,Arab-Israeli_conflict,Arab-Israeli_conflict,"israel, arab, israeli, conflict, war, lebanon, egypt, united, peace, nations"
,Arab_League,Arab_League,"arab, league, flag, egypt, summit, states, cairo, iraq, emergency, march"
,Arabic_language,Arabic_language,"arabic, language, dialects, languages, word, spoken, arab, many, used, e"
,Arable_land,Arable_land,"land, arable, unarable, water, salt, crops, desert, plants, wikipedia, food"
,"Aradia,_or_the_Gospel_of_the_Witches",Aradia%2C_or_the_Gospel_of_the_Witches,"leland, aradia, witchcraft, italian, witches, book, text, maddalena, diana, manuscript"
,Aral_Sea,Aral_Sea,"aral, sea, water, area, north, south, darya, uzbekistan, soviet, irrigation"
,Arcadia_(play),Arcadia_%28play%29,"arcadia, play, coverly, house, wikipedia, mathematics, new, best, production, theatre"
,Archaeoastronomy,Archaeoastronomy,"archaeoastronomy, sun, astronomy, astronomical, sites, stars, enlarge, also, ancient, time"
,Archaeology,Archaeology,"archaeology, archaeological, archaeologists, excavation, sites, survey, site, study, human, remains"
,Archaeopteryx,Archaeopteryx,"archaeopteryx, specimen, birds, feathers, species, flight, specimens, lithographica, modern, described"
,Archbishop_of_Canterbury,Archbishop_of_Canterbury,"archbishop, canterbury, church, england, bishop, lambeth, york, archbishops, also, buried"
,Archimedes,Archimedes,"archimedes, syracuse, also, greek, roman, would, war, ships, area, one"
,Architecture,Architecture,"architecture, buildings, building, enlarge, design, many, art, began, architect, also"
,Architecture_of_Windows_NT,Architecture_of_Windows_NT,"mode, windows, kernel, drivers, manager, object, device, system, subsystem, user"
,Architecture_of_the_California_missions,Architecture_of_the_California_missions,"mission, san, walls, used, missions, building, would, california, construction, adobe"
,Arctic,Arctic,"arctic, region, sea, russia, canada, north, united, states, ice, c"
,Arctic_Circle,Arctic_Circle,"arctic, circle, solstice, sun, wikipedia, north, also, polar, day, summer"
,Arctic_Monkeys,Arctic_Monkeys,"band, uk, arctic, album, monkeys, people, new, record, awards, records"
,Arctic_Ocean,Arctic_Ocean,"ocean, arctic, sea, ice, north, russia, polar, water, much, marine"
,Arctic_Tern,Arctic_Tern,"arctic, tern, terns, species, birds, breeding, one, grounds, year, fish"
,Arecaceae,Arecaceae,"palm, palms, species, also, date, leaves, one, fruit, arecaceae, may"
,Argan,Argan,"oil, argan, fruit, tree, produced, wikipedia, argania, morocco, used, flowers"
,Argentina,Argentina,"argentina, buenos, aires, argentine, de, world, la, country, south, enlarge"
,Argon,Argon,"argon, used, gas, k, stable, inert, also, ar, mol, compounds"
,Argyle_diamond_mine,Argyle_diamond_mine,"mine, diamonds, argyle, diamond, pipe, million, ore, production, carats, per"
,Ariel_Sharon,Ariel_Sharon,"sharon, minister, prime, israel, party, israeli, palestinian, likud, ariel, war"
,Aristarchus_(crater),Aristarchus_%28crater%29,"crater, aristarchus, km, lunar, n, w, large, surface, plateau, area"
,Aristotle,Aristotle,"aristotle, plato, philosophy, one, science, logic, also, particular, metaphysics, alexander"
,Arithmetic,Arithmetic,"arithmetic, number, numbers, addition, multiplication, subtraction, one, decimal, division, operations"
,Armadillo,Armadillo,"armadillo, armadillos, banded, dasypus, species, nine, family, armor, long, texas"
,"Armand_Jean_du_Plessis,_Cardinal_Richelieu",Armand_Jean_du_Plessis%2C_Cardinal_Richelieu,"richelieu, cardinal, de, king, france, french, power, louis, marie, however"
,Armenia,Armenia,"armenia, armenian, armenians, yerevan, soviet, republic, empire, country, azerbaijan, enlarge"
,Armia_Krajowa,Armia_Krajowa,"ak, polish, lithuanian, germans, soviet, poland, war, lithuania, infantry, armia"
,Arnold_Schwarzenegger,Arnold_Schwarzenegger,"schwarzenegger, film, governor, arnold, election, terminator, bodybuilding, california, austrian, time"
,Arp2_3_complex,Arp2_3_complex,"actin, complex, filament, filaments, subunits, nucleation, model, two, branching, polymerization"
,Ars_moriendi,Ars_moriendi,"moriendi, dying, ars, death, version, man, chapter, well, first, tradition"
,Arsenal_F.C.,Arsenal_F.C.,"arsenal, club, league, football, team, first, colours, cup, england, stadium"
,Arsenic,Arsenic,"arsenic, used, arsenate, k, also, compounds, mol, timber, water, lead"
,Art,Art,"art, painting, used, may, skill, century, one, example, also, often"
,Arthropod,Arthropod,"arthropods, arthropod, body, one, subphylum, appendages, exoskeleton, called, also, groups"
,Arthur_Ernest_Percival,Arthur_Ernest_Percival,"percival, general, war, malaya, japanese, singapore, british, officer, command, army"
,Arthur_Sullivan,Arthur_Sullivan,"sullivan, music, opera, gilbert, work, composer, operas, quoted, p, arthur"
,Arthur_Upfield,Arthur_Upfield,"edition, london, club, new, uk, heinemann, york, crime, upfield, book"
,"Arthur_Wellesley,_1st_Duke_of_Wellington",Arthur_Wellesley%2C_1st_Duke_of_Wellington,"wellington, duke, british, french, lord, wellesley, army, arthur, general, hon"
,Arts_and_crafts,Arts_and_crafts,"crafts, art, making, arts, many, also, craft, wikipedia, time, within"
,Aruba,Aruba,"aruba, island, netherlands, dutch, antilles, population, caribbean, year, language, languages"
,Arugula,Arugula,"rocket, arugula, wikipedia, used, also, vegetable, cultivated, food, leafy, garden"
,Ascariasis,Ascariasis,"ascaris, eggs, may, worms, adult, worm, ascariasis, intestine, larvae, infective"
,Asia,Asia,"asia, india, china, asian, mythology, east, japan, economy, world, europe"
,Asp_(reptile),Asp_%28reptile%29,"asp, cleopatra, wikipedia, aspis, vipera, used, venomous, snake, egypt, death"
,Asparagus,Asparagus,"asparagus, states, green, united, shoots, white, smell, wikipedia, vegetable, plants"
,Asperger_syndrome,Asperger_syndrome,"may, people, children, social, criteria, child, autism, skills, language, disorder"
,Assyria,Assyria,"assyrian, bc, assyria, king, babylon, ashur, babylonia, abc, empire, city"
,Astatine,Astatine,"astatine, k, element, wikipedia, chemical, number, isotopes, half, life, radioactive"
,Asteroid,Asteroid,"asteroids, asteroid, earth, first, discovered, system, discovery, number, planet, solar"
,Asthma,Asthma,"asthma, may, symptoms, patients, asthmatics, inhaled, disease, airways, use, beta"
,Astrology,Astrology,"astrology, astrological, scientific, astrologers, celestial, century, traditions, bodies, western, enlarge"
,Astronomy,Astronomy,"astronomy, stars, galaxies, planets, universe, objects, star, sun, earth, radiation"
,Astrophysics_Data_System,Astrophysics_Data_System,"ads, astronomical, database, search, papers, articles, research, astronomy, system, journals"
,Asunción,Asunci%C3%B3n,"asunción, city, de, paraguay, la, cities, san, schools, located, main"
,Ateneo_de_Manila_University,Ateneo_de_Manila_University,"ateneo, school, university, manila, de, j, campus, loyola, schools, fr"
,Athanasius_Kircher,Athanasius_Kircher,"kircher, athanasius, hieroglyphs, also, work, china, one, images, fletcher, published"
,Atheism,Atheism,"atheism, atheists, god, many, atheist, existence, belief, deities, theism, religion"
,Athena,Athena,"athena, zeus, goddess, metis, pallas, athens, also, medusa, greek, born"
,Athens,Athens,"athens, city, enlarge, central, olympic, greek, suburbs, stadium, area, syntagma"
,Athletics_(track_and_field),Athletics_%28track_and_field%29,"events, track, jump, field, indoor, high, run, hurdles, athletics, sports"
,"Atlanta,_Georgia",Atlanta%2C_Georgia,"atlanta, city, georgia, area, centre, also, downtown, park, united, states"
,Atlantic_Coast_Line_Railroad,Atlantic_Coast_Line_Railroad,"railroad, line, carolina, south, florida, acl, wilmington, north, coast, georgia"
,Atlantic_Ocean,Atlantic_Ocean,"atlantic, ocean, north, sea, south, united, water, kingdom, metres, ft"
,Atlantic_herring,Atlantic_herring,"herring, fish, atlantic, larvae, copepods, mm, copepod, enlarge, feeding, visible"
,Atlantic_slave_trade,Atlantic_slave_trade,"slave, trade, african, slaves, slavery, africans, africa, british, also, european"
,Atlantis,Atlantis,"atlantis, plato, island, sea, critias, ancient, story, ocean, islands, also"
,Atom,Atom,"atoms, atom, electrons, atomic, number, nucleus, energy, elements, electron, protons"
,Atonality,Atonality,"music, atonal, tonal, atonality, composers, schoenberg, may, term, tonality, one"
,Attack_on_Pearl_Harbor,Attack_on_Pearl_Harbor,"attack, japanese, u, pearl, japan, harbour, war, aircraft, navy, united"
,Attalus_I,Attalus_I,"attalus, bce, philip, pergamon, war, macedonian, asia, rome, second, eumenes"
,Attention-deficit_hyperactivity_disorder,Attention-deficit_hyperactivity_disorder,"adhd, children, diagnosis, disorder, symptoms, attention, treatment, may, brain, medication"
,Attila_the_Hun,Attila_the_Hun,"attila, huns, roman, empire, hun, priscus, danube, aetius, king, bleda"
,Auckland,Auckland,"auckland, city, new, area, urban, harbour, zealand, many, north, cbd"
,"Augusta,_Lady_Gregory",Augusta%2C_Lady_Gregory,"gregory, lady, irish, theatre, coole, abbey, home, plays, park, yeats"
,Augustan_literature,Augustan_literature,"pope, satire, augustan, century, would, novel, age, political, plays, literature"
,Auguste_Rodin,Auguste_Rodin,"rodin, work, sculpture, bronze, works, calais, paris, thinker, age, monument"
,Augustine_of_Hippo,Augustine_of_Hippo,"augustine, would, god, hippo, sin, church, one, time, st, catholic"
,Augustus,Augustus,"augustus, caesar, octavian, bc, roman, rome, antony, senate, empire, julius"
,Australia,Australia,"australia, australian, south, new, government, australians, territory, population, world, commonwealth"
,Australian_English,Australian_English,"english, australian, used, words, many, also, australians, use, australia, pronunciation"
,Australian_Green_Tree_Frog,Australian_Green_Tree_Frog,"frog, tree, green, frogs, species, white, litoria, australian, new, also"
,Australian_Open,Australian_Open,"open, australian, melbourne, tournament, park, arena, grand, tennis, held, men"
,Australian_Ringneck,Australian_Ringneck,"b, z, subspecies, ringneck, species, zonarius, semitorquatus, western, australia, green"
,Australian_constitutional_law,Australian_constitutional_law,"commonwealth, power, constitution, court, constitutional, parliament, states, section, state, high"
,Australian_rules_football,Australian_rules_football,"football, australian, rules, ball, game, afl, australia, players, goal, sport"
,Austria,Austria,"austria, austrian, german, republic, state, empire, roman, european, country, states"
,Autism,Autism,"autism, autistic, people, may, children, often, one, social, many, language"
